Purchasing Document,Material,Short Text,Storage location,Order Quantity,Net Price,Validity Period End,Purchasing Doc. Type,Material Group,Supplier/Supplying Plant,Net Order Value
4500420679,VSTCLM1452,THA038SRP4/3.00MM>600MM HITACHI HRSPO CO,VCR1,24,70500,2023-01-31 00:00:00,NB,383,TISC04     TATA STEEL LTD,1693057
4500420770,NCRCLM2408,DQPN02/1.20MM>600MM CR COIL,TM07,23,60460,2023-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1409332
4500420770,NCRCLM1366,CRSHEETICFDQAU03/1.50MM>600MM CR COIL,TM07,26,60460,2023-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1607642
4500420770,NCRCLM1344,DQAU03/1.90MM>600MM CR COIL,TM07,23,60460,2023-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1396031
4500420770,NCRCLM0711,TATXXDAU03/2.00MM>600MM CR COIL,TM07,72,60210,2023-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,4382114
4500420770,NCRCLM2760,TATXXDAU03/2.90MM>600MM CR COIL,TM07,48,60210,2023-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,2917194
4500420770,NCRCLM0694,DQTATXXDAU03/1.00MM/>600MM CR COIL,TM07,23,71247,2023-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1655077
4500420770,NCRCLM0711,TATXXDAU03/2.00MM>600MM CR COIL,TM07,27,71247,2023-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1926530
4500420770,NCRCLM2760,TATXXDAU03/2.90MM>600MM CR COIL,TM07,23,59410,2023-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1406244
4500420770,NCRCLM0711,TATXXDAU03/2.00MM>600MM CR COIL,TM07,26,59410,2023-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1575564
4500420770,NCRCLM1780,DQAU03/0.90MM>600MM CR COIL,TM07,70,59410,2023-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,4176552
4500420770,NCRCLM1366,CRSHEETICFDQAU03/1.50MM>600MM CR COIL,TM07,53,59660,2023-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,3201378
4500420770,NCRCLM2408,DQPN02/1.20MM>600MM CR COIL,TM07,46,59660,2023-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,2793897
4500420770,NCRCLM1198,CRSHEETICFDQAU03/1.20MM>600MM CR COIL,TM07,53,59660,2023-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,3212117
4500420770,NCRCLM1366,CRSHEETICFDQAU03/1.50MM>600MM CR COIL,TM07,23,59410,2023-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1381292
4500420770,NCRCLM1988,AU03/1.60MM>600MM CR COIL,TM07,47,59410,2023-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,2830312
4500420770,NCRCLM1344,DQAU03/1.90MM>600MM CR COIL,TM07,23,59410,2023-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1387233
4500420770,NCRCLM2760,TATXXDAU03/2.90MM>600MM CR COIL,TM07,23,59410,2023-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1408026
4500420770,NCRCLM0694,DQTATXXDAU03/1.00MM/>600MM CR COIL,TM07,17,59410,2023-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1020076
4500420770,NCRCLM2408,DQPN02/1.20MM>600MM CR COIL,TM07,23,59660,2023-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1397843
4500420770,NCRCLM1344,DQAU03/1.90MM>600MM CR COIL,TM07,46,59410,2023-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,2763178
4500420770,NCRCLM1542,TATXXD PN02/1.90MM> 600MM CR COIL,TM07,23,59410,2023-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1386639
4500420770,NCRCLM2201,ICFC01TATCRCTR15/1.50MM>600MM CR COIL,TM07,69,59160,2023-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,4140637
4500420770,NCRCLM1780,DQAU03/0.90MM>600MM CR COIL,TM07,23,59410,2023-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1383074
4500420770,NCRCLM1542,TATXXD PN02/1.90MM> 600MM CR COIL,TM07,23,59410,2023-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1386045
4500420770,NCRCLM1297,DQTATXXDAU03/1.15MM>600MM CR COIL,TM07,53,59410,2023-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,3154693
4500420770,NCRCLM2408,DQPN02/1.20MM>600MM CR COIL,TM07,23,59660,2023-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1399633
4500420770,NCRCLM1366,CRSHEETICFDQAU03/1.50MM>600MM CR COIL,TM07,17,59410,2023-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1045029
4500420770,NCRCLM1542,TATXXD PN02/1.90MM> 600MM CR COIL,TM07,46,59410,2023-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,2773872
4500420770,NCRCLM1344,DQAU03/1.90MM>600MM CR COIL,TM07,23,59660,2023-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1394264
4500420833,VCRCLM1221,TATXXDAH03/1.22MM>600MM TML CR COIL,VCR1,1,63074,2023-01-31 00:00:00,NB,341,TATA100    Tata Steel Sahibabad,63074
4500420834,VCRCLM1221,TATXXDAH03/1.22MM>600MM TML CR COIL,VCR1,78,63074,2023-01-31 00:00:00,NB,341,TATA102    TATA STEEL LIMITED,4958562
4500420834,VCRCLM0772,TATXXDAH03/1.46MM>600MM TML CR COIL,VCR1,104,63074,2023-01-31 00:00:00,NB,341,TATA102    TATA STEEL LIMITED,6587133
4500420834,VCRCLM1222,TATXXDAH03/0.98MM>600MM TML CR COIL,VCR1,27,63074,2023-01-31 00:00:00,NB,341,TATA102    TATA STEEL LIMITED,1731381
4500421621,Unknown,CONST. OF TOILET BY COMPRESSOR SHIFTING,Unknown,1,220000,2024-01-12 00:00:00,ZCS,907,CHAN01     CHANDA ENTERPRISES,220000
4500422164,Unknown,Services -Fabrication job wef 01.10.22,Unknown,1,37811,2023-04-19 00:00:00,NB,907,CHAN01     CHANDA ENTERPRISES,37811
4500422164,Z1150128,LPG,Unknown,10,140,2023-04-19 00:00:00,NB,115,CHAN01     CHANDA ENTERPRISES,1400
4500422164,Z1540022,WELDING ELECTRODE  M.S 4 X 450 MM,Unknown,78,6,2023-04-19 00:00:00,NB,154,CHAN01     CHANDA ENTERPRISES,471
4500422164,Z1540181,oxygen cylinder(7 cu.meter),Unknown,2,410,2023-04-19 00:00:00,NB,154,CHAN01     CHANDA ENTERPRISES,820
4500422169,Unknown,Services -Fabrication job wef 01.10.22,Unknown,1,10708,2023-04-19 00:00:00,NB,907,CHAN01     CHANDA ENTERPRISES,10708
4500422247,Unknown,Preventive maintenance of 14nos cranes,Unknown,1,86892,2023-04-19 00:00:00,NB,909,MURA01     Murat Construction Company,86892
4500422248,Unknown,Preventive maintenance of 14nos cranes,Unknown,1,90454,2023-04-19 00:00:00,NB,909,MURA01     Murat Construction Company,90454
4500422251,Unknown,Preventive maintenance of 14nos cranes,Unknown,1,93735,2023-04-19 00:00:00,NB,909,MURA01     Murat Construction Company,93735
4500422384,Unknown,AMC for compressors CR unit,Unknown,1,4000,2023-04-20 00:00:00,NB,911,APEX03     APEX CORPORATION INDIA PVT. LTD.,4000
4500422389,Unknown,AMC for compressors CR unit,Unknown,1,4000,2023-04-20 00:00:00,NB,911,APEX03     APEX CORPORATION INDIA PVT. LTD.,4000
4500423775,VCRCLM1108,TATEIFAU58/1.46MM>600MM CR COIL TML,VCR1,365,65155,2023-02-28 00:00:00,NB,341,TISC04     TATA STEEL LTD,23846404
4500423775,VCRSHN0704,AU14 /0.98MM<=600MM CR SHEET TML,VCF1,29,64865,2023-02-28 00:00:00,NB,342,TISC04     TATA STEEL LTD,1902101
4500423775,VCRSHW1335,AU14/0.98MM>600MM CR SHEET TML,VCF1,86,64865,2023-02-28 00:00:00,NB,342,TISC04     TATA STEEL LTD,5609200
4500423775,VCRCLM1199,IFAU12/0.98MM>600MM CR COIL,VCR1,107,66980,2023-02-28 00:00:00,NB,341,TISC04     TATA STEEL LTD,7202694
4500423775,VSTCLM4524,IS5986255/3.10MM>600MM HRPO COIL,VCR1,23,55618,2023-02-28 00:00:00,NB,343,TISC04     TATA STEEL LTD,1291171
4500423775,VCRCLM1095,DQAU14/0.98MM>600MM CR COIL TML,VCR1,304,63074,2023-02-28 00:00:00,NB,341,TISC04     TATA STEEL LTD,19198464
4500423775,VSTCLM4574,IS2062E250GrA/4.00MM>600MM TML HRPO COIL,VCR1,21,59550,2023-02-28 00:00:00,NB,343,TISC04     TATA STEEL LTD,1300869
4500423775,VCRCLM1050,DQAU14/1.20MM>600MM CR COIL TML,VCR1,321,63074,2023-02-28 00:00:00,NB,341,TISC04     TATA STEEL LTD,20274506
4500423775,VCRCLM1092,DQAU14/1.46MM>600MM CR COIL TML,VCR1,183,63074,2023-02-28 00:00:00,NB,341,TISC04     TATA STEEL LTD,11594578
4500423775,VCRCLM1025,DQTATXXDAU14/0.78MM>600MM CR COIL TML,VCR1,63,63074,2023-02-28 00:00:00,NB,341,TISC04     TATA STEEL LTD,4022228
4500423775,VGACLM0249,TATHIFGAF2/1.60MM>600MM GA COIL TML,VCR1,14,72842,2023-02-28 00:00:00,NB,393,TISC04     TATA STEEL LTD,1032899
4500423775,VCRCLM1142,AU14/0.98MM<=600MM CR COIL(RM) TML,VCR1,24,63807,2023-02-28 00:00:00,NB,341,TISC04     TATA STEEL LTD,1578904
4500423775,VCRCLM1155,AU03/1.20MM>600MM CR COIL,VCR1,23,63074,2023-02-28 00:00:00,NB,341,TISC04     TATA STEEL LTD,1477193
4500423775,VCRCLM1217,TATEIFTG04/0.78MM>600MM TML CR COIL,VCR1,74,65155,2023-02-28 00:00:00,NB,341,TISC04     TATA STEEL LTD,4880109
4500423775,VSTCLM4399,IS5986235/2.00MM>600MM HRPO COIL TML,VCR1,141,56810,2023-02-28 00:00:00,NB,343,TISC04     TATA STEEL LTD,8013618
4500423775,VCRCLM1206,DQAU14/1.22MM>600MM CR COIL,VCR1,204,63074,2023-02-28 00:00:00,NB,341,TISC04     TATA STEEL LTD,12902417
4500423775,VCRCLM1174,EIFAU12/2.00MM>600MM CR COIL,VCR1,23,66980,2023-02-28 00:00:00,NB,341,TISC04     TATA STEEL LTD,1604171
4500423775,VCRCLM1211,TATEIFAU58/0.980MM>600MM CR COIL,VCR1,42,65155,2023-02-28 00:00:00,NB,341,TISC04     TATA STEEL LTD,2792543
4500423775,VCRCLM1162,EDDAU09/0.78MM>600MM CR COIL,VCR1,34,65155,2023-02-28 00:00:00,NB,341,TISC04     TATA STEEL LTD,2251756
4500423775,VCRCLM1212,TATEIFAU58/1.200MM>600MM CR COIL,VCR1,25,65155,2023-02-28 00:00:00,NB,341,TISC04     TATA STEEL LTD,1660800
4500423775,VGASHW0244,TATHIFGAF2/1.60MM>600MM GA SHEET TML,VCF1,21,74765,2023-02-28 00:00:00,NB,394,TISC04     TATA STEEL LTD,1588382
4500423775,VGACLM0053,TATIGAGDZ9/0.650MM>600MM TML GA COIL,VCR1,4,80833,2023-02-28 00:00:00,NB,393,TISC04     TATA STEEL LTD,324948
4500423775,VSTCLM4437,IS5986235/2.45MM>600MM HRPO COIL TML,VCR1,144,56810,2023-02-28 00:00:00,NB,343,TISC04     TATA STEEL LTD,8202227
4500423775,VCRCLM1235,TATEIFAU58/0.78MM>600MM CR COIL,VCR1,23,65155,2023-02-28 00:00:00,NB,341,TISC04     TATA STEEL LTD,1535703
4500423775,VCRCLM0709,MU02/0.96MM>600MM TML CR COIL,VCR1,19,65155,2023-02-28 00:00:00,NB,341,TISC04     TATA STEEL LTD,1284205
4500423775,VCRCLM1232,AU03/3.00MM>600MM CR COIL HITACHI,VCR1,23,63074,2023-02-28 00:00:00,NB,385,TISC04     TATA STEEL LTD,1473408
4500423775,VCRCLM1230,AU03/3.00MM>600MM CR COIL,VCR1,16,63074,2023-02-28 00:00:00,NB,341,TISC04     TATA STEEL LTD,1069104
4500423775,VSTCLM4522,IS5986255/2.45MM>600MM TML HRPO COIL,VCR1,120,55618,2023-02-28 00:00:00,NB,343,TISC04     TATA STEEL LTD,6693904
4500423775,VCRCLM0392,TE12/1.50MM>600MM TML CR COIL,VCR1,31,65155,2023-02-28 00:00:00,NB,341,TISC04     TATA STEEL LTD,2077141
4500423775,VCRCLM1227,TATEIFTG04/0.90MM>600MM TML CR COIL,VCR1,134,65155,2023-02-28 00:00:00,NB,341,TISC04     TATA STEEL LTD,8765953
4500423802,NCRCLM2757,PN02/1.10MM>600MM CR COIL,TM07,23,59401,2023-02-28 00:00:00,NB,313,TSLH01     Tata Steel Limited,1387607
4500423802,NCRCLM2201,ICFC01TATCRCTR15/1.50MM>600MM CR COIL,TM07,23,59151,2023-02-28 00:00:00,NB,313,TSLH01     Tata Steel Limited,1375852
4500423802,NCRCLM1297,DQTATXXDAU03/1.15MM>600MM CR COIL,TM07,26,59410,2023-02-28 00:00:00,NB,313,TSLH01     Tata Steel Limited,1577940
4500423802,NCRCLM1366,CRSHEETICFDQAU03/1.50MM>600MM CR COIL,TM07,26,59660,2023-02-28 00:00:00,NB,313,TSLH01     Tata Steel Limited,1608444
4500423802,NCRCLM1780,DQAU03/0.90MM>600MM CR COIL,TM07,17,59401,2023-02-28 00:00:00,NB,313,TSLH01     Tata Steel Limited,1022291
4500423802,NCRCLM1297,DQTATXXDAU03/1.15MM>600MM CR COIL,TM07,19,59401,2023-02-28 00:00:00,NB,313,TSLH01     Tata Steel Limited,1150597
4500423802,NCRCLM2201,ICFC01TATCRCTR15/1.50MM>600MM CR COIL,TM07,25,59151,2023-02-28 00:00:00,NB,313,TSLH01     Tata Steel Limited,1487056
4500423802,NCRCLM2050,TATXXDPN02/2.00MM>600MM CR COIL,TM07,89,59651,2023-02-28 00:00:00,NB,313,TSLH01     Tata Steel Limited,5338764
4500423802,NCRCLM1808,DQAU03/2.50MM>600MM CR COIL,TM07,47,59401,2023-02-28 00:00:00,NB,313,TSLH01     Tata Steel Limited,2816795
4500423802,NCRCLM1297,DQTATXXDAU03/1.15MM>600MM CR COIL,TM07,23,59401,2023-02-28 00:00:00,NB,313,TSLH01     Tata Steel Limited,1422653
4500423802,NCRCLM1366,CRSHEETICFDQAU03/1.50MM>600MM CR COIL,TM07,23,59651,2023-02-28 00:00:00,NB,313,TSLH01     Tata Steel Limited,1381517
4500423802,NCRCLM1988,AU03/1.60MM>600MM CR COIL,TM07,23,59651,2023-02-28 00:00:00,NB,313,TSLH01     Tata Steel Limited,1397026
4500423802,NCRCLM1198,CRSHEETICFDQAU03/1.20MM>600MM CR COIL,TM07,51,59651,2023-02-28 00:00:00,NB,313,TSLH01     Tata Steel Limited,3078588
4500423802,NCRCLM2408,DQPN02/1.20MM>600MM CR COIL,TM07,23,59651,2023-02-28 00:00:00,NB,313,TSLH01     Tata Steel Limited,1385096
4500423802,NCRCLM1808,DQAU03/2.50MM>600MM CR COIL,TM07,23,59401,2023-02-28 00:00:00,NB,313,TSLH01     Tata Steel Limited,1398299
4500423802,NCRCLM2757,PN02/1.10MM>600MM CR COIL,TM07,23,59401,2023-02-28 00:00:00,NB,313,TSLH01     Tata Steel Limited,1375133
4500423802,NCRCLM2408,DQPN02/1.20MM>600MM CR COIL,TM07,45,59401,2023-02-28 00:00:00,NB,313,TSLH01     Tata Steel Limited,2694429
4500423802,NCRCLM1366,CRSHEETICFDQAU03/1.50MM>600MM CR COIL,TM07,23,59401,2023-02-28 00:00:00,NB,313,TSLH01     Tata Steel Limited,1391765
4500423802,NCRCLM0711,TATXXDAU03/2.00MM>600MM CR COIL,TM07,22,59401,2023-02-28 00:00:00,NB,313,TSLH01     Tata Steel Limited,1319890
4500423802,NCRCLM1808,DQAU03/2.50MM>600MM CR COIL,TM07,30,59401,2023-02-28 00:00:00,NB,313,TSLH01     Tata Steel Limited,1784109
4500423802,NCRCLM1297,DQTATXXDAU03/1.15MM>600MM CR COIL,TM07,26,63901,2023-02-28 00:00:00,NB,313,TSLH01     Tata Steel Limited,1703600
4500423802,NCRCLM3320,AU03/3.00MM>600MM CR COIL,TM07,143,63901,2023-02-28 00:00:00,NB,313,TSLH01     Tata Steel Limited,9165320
4500423802,NCRCLM2408,DQPN02/1.20MM>600MM CR COIL,TM07,46,64151,2023-02-28 00:00:00,NB,313,TSLH01     Tata Steel Limited,2963776
4500423802,NCRCLM2408,DQPN02/1.20MM>600MM CR COIL,TM07,22,63901,2023-02-28 00:00:00,NB,313,TSLH01     Tata Steel Limited,1433938
4500423802,NCRCLM1988,AU03/1.60MM>600MM CR COIL,TM07,23,64151,2023-02-28 00:00:00,NB,313,TSLH01     Tata Steel Limited,1499208
4500423802,NCRCLM1344,DQAU03/1.90MM>600MM CR COIL,TM07,22,63901,2023-02-28 00:00:00,NB,313,TSLH01     Tata Steel Limited,1410295
4500423802,NCRCLM1366,CRSHEETICFDQAU03/1.50MM>600MM CR COIL,TM07,24,64151,2023-02-28 00:00:00,NB,313,TSLH01     Tata Steel Limited,1540265
4500423802,NCRCLM1198,CRSHEETICFDQAU03/1.20MM>600MM CR COIL,TM07,26,63401,2023-02-28 00:00:00,NB,313,TSLH01     Tata Steel Limited,1685198
4500423802,NCRCLM1344,DQAU03/1.90MM>600MM CR COIL,TM07,47,63901,2023-02-28 00:00:00,NB,313,TSLH01     Tata Steel Limited,3033380
4500423802,NCRCLM1988,AU03/1.60MM>600MM CR COIL,TM07,23,64151,2023-02-28 00:00:00,NB,313,TSLH01     Tata Steel Limited,1497284
4500423802,NCRCLM1198,CRSHEETICFDQAU03/1.20MM>600MM CR COIL,TM07,27,63401,2023-02-28 00:00:00,NB,313,TSLH01     Tata Steel Limited,1727677
4500424112,VCRCLM0772,TATXXDAH03/1.46MM>600MM TML CR COIL,VCR1,27,63074,2023-02-28 00:00:00,NB,341,TATA102    TATA STEEL LIMITED,1714982
4500424112,VCRCLM1222,TATXXDAH03/0.98MM>600MM TML CR COIL,VCR1,41,63074,2023-02-28 00:00:00,NB,341,TATA102    TATA STEEL LIMITED,2613786
4500424576,Z1370646,"Wooden Pallet - Length >7Ft, 3""X3""",GS21,1000,506,2023-05-10 00:00:00,NB,137,RATA03     RATAN ENTERPRISES,506000
4500424576,Z1370645,"Wooden Pallet - Length <7Ft, 3""X3""",GS21,500,479,2023-05-10 00:00:00,NB,137,RATA03     RATAN ENTERPRISES,239775
4500424856,VCRSHW1408,TSBEIFCJ01/1.00MM>600MM TML CR SHEET TML,VCF1,8,67209,2023-02-28 00:00:00,NB,342,TATA100    Tata Steel Sahibabad,551785
4500424860,VCRCLM1186,TATEDDAU09/1.20MM>600MM CR COIL,VCR1,12,67355,2023-02-28 00:00:00,NB,341,TISC04     TATA STEEL LTD,833854
4500424860,VCRCLM1167,DQ AU03/1.60MM>600MM/CR COIL,VCR1,23,65273,2023-02-28 00:00:00,NB,341,TISC04     TATA STEEL LTD,1518902
4500424860,VCRCLM1232,AU03/3.00MM>600MM CR COIL HITACHI,VCR1,45,62737,2023-02-28 00:00:00,NB,385,TISC04     TATA STEEL LTD,2872727
4500424860,VCRCLM1189,AU43/1.20MM>600MM CR COIL,VCR1,13,64819,2023-02-28 00:00:00,NB,341,TISC04     TATA STEEL LTD,845239
